name,s,e,c
AP4M1,666432,666932,666682
AP4S1,1115473,1115978,1115723;1115728;1115723;1115723
AP5B1,940485,940985,940735
AP5M1,1128593,1129093,1128843
AP5Z1,618990,619490,619240
APAF1,1024734,1025236,1024984;1024984;1024986
APBA2,1168007,1168507,1168257
APBA3,1331362,1331862,1331612
APBB1,910924,911431,911181;911181;911174;911174;911174
APBB1IP,853306,853806,853556;853556
APBB2,365418,366097,365847;365668;365847
APBB3,510538,511039,510789;510788
APC,496588,497103,496853;496838;496853
APC2,1330207,1330708,1330457;1330458
APCDD1,1295670,1296170,1295920
APCDD1L,1387591,1388091,1387841
APCS,79529,80029,79779
APEH,270832,271332,271082;271082
APELA,427888,428388,428138;428138
APEX1,1110187,1110687,1110437;1110437
APEX2,1467791,1468291,1468041
APH1A,74871,75371,75121;75121
APH1B,1185185,1185685,1185435
API5,929377,929877,929627
APITD1,4996,5496,5246
APITD1-CORT,4996,5496,5246;5246;5246
APLF,158724,159224,158974
APLN,1504672,1505172,1504922
APLNR,936213,936713,936463
APLP1,1347661,1348161,1347911
APLP2,972680,973181,972931;972930
APMAP,1371533,1372033,1371783
APOA1,966065,966565,966315;966315
APOA1BP,78031,78531,78281
APOA2,80347,80847,80597
APOA5,966042,966542,966292;966292
APOB,135010,135510,135260
APOBEC1,979124,979624,979374
APOBEC2,551535,552035,551785
APOBEC3A,1434301,1434801,1434551
APOBEC3B,1434314,1434814,1434564
APOBEC3C,1434330,1434830,1434580
APOBEC3D,1434333,1434833,1434583;1434583
APOBEC3F,1434343,1434843,1434593;1434593
APOBEC3G,1434361,1434861,1434611;1434611
APOBEC3H,1434371,1434871,1434621
APOBEC4,91562,92062,91812
APOBR,1218919,1219419,1219169
APOC1,1352190,1352690,1352440;1352440
APOC2,1352206,1352706,1352456
APOC3,966061,966561,966311;966311
APOC4,1352204,1352704,1352454
APOC4-APOC2,1352207,1352707,1352457
APOD,343632,344132,343882;343882
APOE,1352186,1352686,1352436;1352436
APOF,1003593,1004093,1003843
APOH,1281957,1282457,1282207
APOL1,1432949,1433449,1433199
APOL2,1432942,1433442,1433192
APOL3,1432903,1433403,1433153
APOL4,1432925,1433425,1433175
APOL5,1432681,1433181,1432931
APOL6,1432647,1433147,1432897
APOLD1,981654,982184,981934;981904
APOM,546835,547335,547085
APOOL,1482407,1482907,1482657
APOPT1,1151740,1152240,1151990
APP,1404316,1404831,1404581;1404581;1404577;1404581;1404566;1404581
APPBP2,1279146,1279646,1279396
APPL1,274607,275107,274857
APPL2,1028028,1028529,1028279;1028278;1028278
APRT,1249106,1249606,1249356
APTX,785836,786336,786086;786086
AQP1,632058,632563,632313;632308
AQP10,76897,77397,77147
AQP11,946361,946861,946611;946611
AQP12A,245192,245692,245442
AQP12B,245188,245688,245438
AQP2,1000387,1000887,1000637
AQP3,786059,786559,786309
AQP4,1302665,1303165,1302915
AQP5,1000392,1000892,1000642
AQP7,786037,786537,786287
AQP8,1217281,1217781,1217531
AQP9,1182616,1183116,1182866;1182866
AQR,1171031,1171531,1171281
AR,1473660,1474160,1473910
ARAF,1463988,1464488,1464238;1464238
ARAP1,943927,944442,944177;944192;944186;944177
ARAP3,511097,511597,511347
ARC,768000,768500,768250
ARCN1,966932,967432,967182
ARD1,1516878,1517378,1517128
AREG,382644,383144,382894
AREL1,1137315,1137815,1137565
ARF1,113886,114386,114136;114136
ARF3,999890,1000390,1000140
ARF4,274768,275268,275018
ARF5,680197,680697,680447
ARF6,1124905,1125406,1125155;1125156
ARFGAP1,1389999,1390499,1390249
ARFGAP2,931310,931810,931560
ARFGAP3,1436251,1436751,1436501
ARFGEF1,730280,730780,730530
ARFGEF2,1382816,1383316,1383066
ARFGEF3,600266,600766,600516
ARFIP1,421839,422350,422089;422100
ARFIP2,910962,911462,911212;911212
ARFRP1,1390216,1390716,1390466;1390466
ARG1,596972,597472,597222
ARG2,1133769,1134269,1134019
ARGLU1,1095751,1096251,1096001
ARHGAP1,931069,931572,931322;931319
ARHGAP10,419315,419815,419565
ARHGAP11A,1169854,1170354,1170104;1170104
ARHGAP11B,1168860,1169360,1169110
ARHGAP12,856041,856551,856301;856291
ARHGAP15,196320,196820,196570
ARHGAP17,1217180,1217680,1217430
ARHGAP18,596040,596540,596290
ARHGAP19,889458,889969,889719;889708
ARHGAP20,963002,963502,963252;963252
ARHGAP21,852448,852949,852699;852698
ARHGAP22,864793,865373,865099;865043;865123;865123
ARHGAP23,1268137,1268637,1268387
ARHGAP24,388187,388914,388437;388588;388613;388437;388664
ARHGAP25,158857,159377,159107;159108;159127
ARHGAP26,511641,512141,511891
ARHGAP27,1271588,1272100,1271850;1271846;1271838
ARHGAP28,1293860,1294360,1294110
ARHGAP29,47102,47602,47352
ARHGAP30,80270,80770,80520;80520
ARHGAP31,305483,305983,305733;305733
ARHGAP32,972152,972742,972408;972492;972402
ARHGAP33,1347615,1348115,1347865
ARHGAP35,1353192,1353692,1353442
ARHGAP36,1505374,1505879,1505624;1505629;1505624
ARHGAP4,1516873,1517373,1517123
ARHGAP40,1377662,1378162,1377912
ARHGAP42,957990,958490,958240
ARHGAP44,1256191,1256691,1256441
ARHGAP5,1115999,1116499,1116249;1116249
ARHGAP6,1445919,1446500,1446250;1446170;1446169
ARHGAP8,1437199,1437699,1437449
ARHGAP9,1004150,1004651,1004401;1004401;1004400;1004400
ARHGDIA,1289758,1290259,1290009;1290009;1290008
ARHGDIB,982772,983272,983022;983022
ARHGDIG,1204918,1205332,1205082
ARHGEF1,1350675,1351176,1350925;1350926;1350926
ARHGEF10,697039,697539,697289
ARHGEF10L,8684,9204,8934;8954
ARHGEF11,78258,78758,78508;78508
ARHGEF12,967814,968342,968064;968092;968064
ARHGEF15,1253951,1254452,1254202;1254201
ARHGEF16,1436,1936,1686;1686
ARHGEF17,944220,944720,944470
ARHGEF18,1333222,1333734,1333472;1333484
ARHGEF19,8019,8520,8270;8269
ARHGEF2,77724,78225,77974;77975;77974
ARHGEF25,1004216,1004717,1004467;1004466
ARHGEF26,322896,323396,323146;323146
ARHGEF28,477027,477621,477277;477371
ARHGEF3,274381,275033,274644;274783;274702;274631
ARHGEF35,688529,689029,688779
ARHGEF37,515047,515552,515297;515302
ARHGEF38,398225,398725,398475
ARHGEF39,787168,787668,787418
ARHGEF4,190214,190714,190464
ARHGEF40,1110495,1110995,1110745
ARHGEF5,688609,689109,688859
ARHGEF6,1508209,1508709,1508459
ARHGEF7,1098024,1098568,1098318;1098274;1098310;1098274
ARHGEF9,1471765,1472280,1472015;1472030;1472030
ARID1A,13262,13762,13512;13512
ARID1B,609574,610074,609824;609824;609824
ARID2,998276,998776,998526
ARID3B,1190817,1191317,1191067;1191067
ARID4A,1129108,1129608,1129358
ARID4B,117496,117996,117746;117746
ARID5A,172978,173478,173228
ARID5B,871773,872347,872023;872097;872023
ARIH1,1189784,1190284,1190034
ARIH2,270455,270959,270705;270709
ARIH2OS,270455,270955,270705
ARL1,1026115,1026615,1026365
ARL10,528463,528963,528713
ARL11,1067242,1067742,1067492
ARL13A,1490390,1490890,1490640
ARL13B,292826,293326,293076
ARL14,326174,326674,326424
ARL14EP,922883,923383,923133
ARL15,467370,467870,467620
ARL17A,1272173,1272673,1272423
ARL17B,1272064,1272564,1272314
ARL2,940101,940601,940351
ARL2BP,1233306,1233806,1233556
ARL3,892180,892680,892430
ARL4,622946,623446,623196;623196
ARL4A,622946,623446,623196;623196
ARL4C,242079,242579,242329;242329
ARL4D,1270583,1271083,1270833
ARL5A,200719,201219,200969;200969
ARL5B,849417,849917,849667
ARL5C,1268505,1269005,1268755
ARL6,294718,295218,294968;294968
ARL6IP4,1036947,1037447,1037197;1037197;1037197;1037197
ARL6IP6,201164,201664,201414
ARL8A,100807,101307,101057
ARL8B,248558,249058,248808
ARL9,373674,374174,373924
ARMC1,729426,729926,729676
ARMC10,667940,668440,668190;668190
ARMC12,548877,549377,549127
ARMC2,585609,586110,585859;585860
ARMC3,851551,852051,851801;851801
ARMC5,1220401,1220902,1220651;1220652;1220652;1220652
ARMC6,1339054,1339554,1339304
ARMC8,314930,315430,315180;315180;315180
ARMC9,240408,240912,240658;240662
ARMCX1,1490680,1491181,1490930;1490931
ARMCX2,1490735,1491235,1490985;1490985
ARMCX3,1490716,1491217,1490967;1490966;1490967
ARMCX4,1490649,1491149,1490899
ARMCX5,1491205,1491705,1491455;1491455
ARMCX6,1490714,1491214,1490964;1490964
ARMS2,902050,902550,902300
ARMT1,606911,607411,607161;607161
ARNT,75175,75675,75425;75425
ARNT2,1193749,1194249,1193999
ARNTL,914360,914884,914610;914634
ARNTL2,988957,989457,989207;989207
ARPC1A,666044,666544,666294
ARPC1B,666069,666569,666319
ARPC2,233917,234418,234167;234168
ARPC3,1030659,1031159,1030909
ARPC4,250894,251394,251144
ARPC4-TTLL3,250894,251394,251144
ARPC5,91553,92053,91803
ARPC5L,833151,833651,833401
ARPIN,1198628,1199129,1198879;1198878
ARPP19,1179831,1180331,1180081
ARPP21,263817,264338,264067;264087;264088;264068;264068
ARR3,1475022,1475522,1475272
ARRB1,945242,945742,945492
ARRB2,1252151,1252651,1252401;1252401
ARRDC1,839586,840086,839836
ARRDC2,1338537,1339041,1338791;1338787
ARRDC3,485906,486406,486156
ARRDC4,1202652,1203152,1202902
ARRDC5,1331933,1332433,1332183
ARSA,1440158,1440526,1440408
ARSB,479707,480207,479957;479957;479957
ARSD,1441701,1442201,1441951
ARSE,1441718,1442221,1441971;1441969;1441969;1441968
ARSF,1441764,1442270,1442014;1442020
ARSG,1282972,1283488,1283238;1283222
ARSI,515408,515908,515658
ARSJ,402439,402939,402689
ARSK,488012,488512,488262
ART1,909544,910044,909794;909794
ART3,383455,383986,383705;383736
ART4,982713,983213,982963
ART5,909542,910042,909792;909792;909792
ARTN,21950,22450,22200;22200
ARV1,115308,115808,115558
ARVCF,1424619,1425127,1424877;1424869
ARX,1452795,1453295,1453045
AS3MT,892257,892757,892507
ASAH1,705123,705624,705374;705373;705373
ASAH2B,866192,866692,866442
ASAP1,761873,762380,762130;762123
ASAP2,129050,129550,129300
ASAP3,11656,12156,11906
ASB1,244044,244544,244294
ASB10,692025,692525,692275;692275
ASB11,1447944,1448444,1448194;1448194
ASB12,1472003,1472503,1472253
ASB13,842797,843297,843047
ASB14,274640,275140,274890
ASB15,678203,678704,678453;678454
ASB16,1270969,1271469,1271219
ASB17,37950,38450,38200
ASB18,242963,243463,243213
ASB2,1146947,1147447,1147197;1147197
ASB3,151383,151884,151634;151633
ASB4,664140,664640,664390
ASB5,433584,434084,433834
ASB6,835538,836038,835788
ASB7,1203972,1204472,1204222
ASB8,999490,999990,999740
ASB9,1447922,1448422,1448172;1448172;1448172
ASCC1,876931,877432,877181;877182
ASCC2,1429742,1430242,1429992
ASCC3,581689,582189,581939;581939
ASCL1,1026890,1027390,1027140
ASCL2,908856,909357,909107;909106
ASCL3,912190,912690,912440
ASF1A,590632,591132,590882
ASF1B,1336605,1337105,1336855;1336855
ASGR1,1253386,1253886,1253636;1253636
ASGR2,1253353,1253854,1253604;1253603
ASH1L,77517,78017,77767
ASH2L,715134,715634,715384;715384;715384;715384;715384
ASIC1,1000440,1000940,1000690
ASIC2,1266087,1266587,1266337
ASIC3,691955,692455,692205;692205;692205
ASIC4,234566,235066,234816
ASIC5,423382,423882,423632
ASIP,1375471,1375971,1375721
ASL,649353,649853,649603;649603
ASML3B,13881,14381,14131
ASMT,1441144,1441644,1441394
ASMTL,1441063,1519174,1518924;1441313;1441314
ASNA1,1335906,1336406,1336156
ASNS,665329,665833,665583;665583;665579
ASNSD1,219640,220140,219890
ASPA,1251533,1252034,1251784;1251783;1251783
ASPDH,1354990,1355490,1355240;1355240
ASPH,727454,727966,727716;727704;727704
ASPHD1,1219622,1220122,1219872
ASPHD2,1428037,1428537,1428287
ASPM,98308,98808,98558
ASPN,816958,817458,817208
ASPSCR1,1289812,1290312,1290062
ASRGL1,938763,939263,939013
ASS,835996,836496,836246
ASS1,835996,836496,836246
ASTE1,311349,311849,311599;311599
ASTL,172779,173279,173029
ASTN1,88317,88818,88567;88568
ASTN2,829053,829924,829310;829674;829303
ASUN,988760,989260,989010;989010
ASXL1,1374520,1375020,1374770;1374770;1374770
ASXL2,137427,137927,137677
ASXL3,1306022,1306522,1306272
ASZ1,675116,675616,675366
ATAD1,884730,885231,884981;884980
ATAD2,758357,758857,758607
ATAD2B,136451,136951,136701
ATAD3A,474,974,724;724
ATAD3B,454,954,704
ATAD5,1264424,1264924,1264674
ATAT1,546322,546822,546572
ATCAY,1331422,1331922,1331672
ATE1,901786,902286,902036
ATF1,1000794,1001295,1001045;1001044
ATF2,212393,212893,212643;212643
ATF3,106120,106645,106392;106370;106395
ATF4,1434583,1435083,1434833
ATF5,1354697,1355198,1354948;1354947
ATF6,80619,81119,80869
ATF7,1002224,1002725,1002475;1002474
ATF7IP,982474,982983,982724;982733;982725
ATF7IP2,1209906,1210406,1210156
ATG10,481200,481701,481450;481451
ATG101,1001446,1001946,1001696
ATG12,498155,498655,498405
ATG13,931030,931530,931280
ATG14,1127665,1128165,1127915
ATG16L1,241457,241957,241707
ATG16L2,943973,944473,944223
ATG2A,940053,940553,940303
ATG2B,1148140,1148640,1148390
ATG3,302117,302617,302367;302367
ATG4A,1493945,1494445,1494195
ATG4B,245665,246165,245915;245915
ATG4C,31375,31875,31625
ATG4D,1334809,1335309,1335059
ATG5,584411,584911,584661;584661
ATG7,251634,252134,251884
ATG9A,234424,234924,234674;234674
ATG9B,691943,692443,692193
ATHL1,907961,908355,908105
ATIC,232465,232965,232715;232715
ATL1,1125225,1125739,1125489;1125475
ATL2,143679,144179,143929
ATL3,939430,939930,939680;939680;939680
ATM,961757,962257,962007;962007
ATMIN,1245201,1245702,1245451;1245452
ATN1,978731,979233,978983;978983;978981
ATOH1,392363,392863,392613
ATOH7,874938,875438,875188
ATOH8,167367,167867,167617
ATOX1,516136,516636,516386
ATP10A,1166455,1166955,1166705
ATP10B,520691,521206,520956;520941
ATP10D,368732,369232,368982
ATP11A,1098813,1099313,1099063
ATP11B,337232,337732,337482
ATP11C,1509735,1510235,1509985
ATP12A,1054768,1055268,1055018;1055018
ATP13A1,1339369,1339869,1339619
ATP13A2,8420,8920,8670
ATP13A3,343071,343571,343321
ATP13A4,342613,343113,342863;342863
ATP13A5,342525,343025,342775
ATP1A1,58208,58714,58464;58463;58459;58458
ATP1A2,79793,80293,80043
ATP1A3,1350731,1351231,1350981
ATP1A4,79811,80324,80074;80061
ATP1B1,84288,84788,84538;84538
ATP1B2,1253619,1254122,1253872;1253869;1253872
ATP1B3,316774,317274,317024
ATP1B4,1500025,1500525,1500275
ATP2A1,1219111,1219612,1219361;1219362
ATP2A2,1030574,1031074,1030824;1030824;1030824
ATP2A3,1251778,1252278,1252028;1252028
ATP2B1,1020239,1020739,1020489
ATP2B2,251235,251750,251500;251485
ATP2B4,101548,102064,101798;101814;101798
ATP2C1,311261,311783,311533;311533;311533;311511;311533;311533
ATP2C2,1246868,1247368,1247118
ATP4A,1347509,1348009,1347759
ATP4B,1099297,1099797,1099547
ATP5A1,1312282,1312785,1312532;1312535;1312534
ATP5B,1003734,1004234,1003984
ATP5C1,843858,844358,844108
ATP5D,1330102,1330602,1330352;1330352
ATP5E,1387850,1388350,1388100
ATP5F1,55746,56247,55996;55997
ATP5G1,1273330,1273830,1273580
ATP5G2,104471,1002750,1002500;1002500;104721
ATP5G3,212400,212900,212650
ATP5H,1286366,1286866,1286616
ATP5I,345323,345823,345573
ATP5J,1404113,1404613,1404363;1404363;1404363
ATP5J2,666114,666614,666364
ATP5L,966846,967347,967096;967097
ATP5L2,1436143,1436643,1436393
ATP5O,1408204,1408704,1408454
ATP5S,1125115,1125615,1125365
ATP5SL,1350454,1350954,1350704;1350704
ATP6AP1,1517106,1517606,1517356
ATP6AP1L,481354,481854,481604
ATP6IP2,1460498,1460998,1460748
ATP6V0A1,1270150,1270650,1270400
ATP6V0A2,1037313,1037813,1037563
ATP6V0A4,685812,686324,686074;686062
ATP6V0B,21971,22471,22221;22221
ATP6V0C,1205948,1206448,1206198
ATP6V0D1,1238424,1238924,1238674
ATP6V0D2,739708,740208,739958
ATP6V0E1,526772,527272,527022
ATP6V0E2,691368,691868,691618
ATP6V1A,302709,303209,302959
ATP6V1B1,159958,160458,160208
ATP6V1B2,706180,706680,706430
ATP6V1C1,748169,748669,748419
ATP6V1C2,129807,130307,130057
ATP6V1D,1133639,1134139,1133889;1133889
ATP6V1E1,1423680,1424180,1423930
ATP6V1E2,147750,148250,148000
ATP6V1F,680834,681334,681084
ATP6V1G2,546782,547282,547032
ATP6V1H,723530,724030,723780;723780
ATP7A,1478861,1479361,1479111
ATP7B,1068433,1068933,1068683
ATP8A1,366318,366818,366568
ATP8A2,1055114,1055614,1055364
ATP8B1,1318177,1318678,1318428;1318427
ATP8B2,76899,77401,77149;77151;77150
ATP8B3,1330388,1330888,1330638
ATP8B4,1178603,1179106,1178856;1178853
ATP9A,1384239,1384739,1384489
ATP9B,1328857,1329357,1329107
ATPAF1,23316,23818,23568;23566
ATPAF2,1258816,1259316,1259066
ATPIF1,14032,14532,14282
ATR,317125,317625,317375
ATRAID,138094,138594,138344;138344
ATRIP,270221,270721,270471;270471;270471
ATRN,1360772,1361272,1361022
ATRNL1,898369,898869,898619;898619
ATRX,1478798,1479298,1479048
ATXN1,539405,539905,539655;539655
ATXN10,1437658,1438158,1437908
ATXN1L,1240606,1241106,1240856
ATXN2,1031233,1031733,1031483
ATXN2L,1219084,1219584,1219334;1219334;1219334
ATXN3,1146012,1146512,1146262
ATXN3L,1446947,1447447,1447197
ATXN7,277902,278453,278203;278152;278152;278169
ATXN7L1,669242,669841,669591;669492;669492;669591
ATXN7L2,54764,55264,55014
ATXN7L3,1270982,1271482,1271232;1271232
ATXN7L3B,1012680,1013180,1012930
AUH,816398,816898,816648
AUNIP,12843,13343,13093
AUP1,161755,162255,162005;162005
AURKA,1386530,1387030,1386780;1386780;1386780
AURKAIP1,406,906,656;656
AURKB,1253901,1254401,1254151;1254151
AURKC,1358353,1358853,1358603;1358603
AUTS2,651114,651615,651365;651364;651365
AVEN,1170566,1171066,1170816
AVL9,632850,633350,633100
AVP,1360579,1361079,1360829
AVPI1,889666,890166,889916
AVPR1A,1006987,1007487,1007237
AVPR1B,102862,103362,103112
AVPR2,1516863,1517363,1517113
AWAT1,1475005,1475505,1475255
AXDND1,89418,89918,89668
AXIN1,1204918,1205368,1205118;1205118;1205118
AXIN2,1281623,1282123,1281873;1281873
AXL,1350344,1350848,1350594;1350598
AZGP1,666369,666869,666619
AZI2,260172,260672,260422;260422;260422
AZIN1,748091,748591,748341;748341;748341
AZIN2,16524,17024,16774;16774
AZU1,1329895,1330395,1330145
B2M,1175902,1176402,1176152
B3GALNT1,326388,326888,326638;326638;326638
B3GALNT2,117584,118084,117834
B3GALT2,96328,96828,96578
B3GALT4,547647,548147,547897
B3GALT5,1411052,1411574,1411302;1411311;1411324;1411324
B3GALT6,334,834,584
B3GAT1,974851,975351,975101
B3GAT2,566858,567358,567108
B3GAT3,938905,939405,939155;939155
B3GLCT,1058028,1058528,1058278
B3GNT2,155588,156098,155838;155848
B3GNT3,1338434,1338934,1338684
B3GNT4,1036558,1037058,1036808
B3GNT5,337462,337962,337712;337712
B3GNT6,940768,946583,946333;941018
B3GNT7,240507,241007,240757
B3GNT8,1350448,1350949,1350698;1350699
B3GNT9,1238259,1238759,1238509;1238509
B3GNTL1,1290349,1290691,1290599
B4GALNT1,1004228,1004728,1004478;1004478
B4GALNT2,1273450,1273953,1273700;1273703
B4GALNT3,975499,975999,975749
B4GALNT4,907961,908395,908145
B4GALT1,785919,786419,786169
B4GALT2,21973,22473,22223;22223;22223
B4GALT3,80324,80824,80574;80574
B4GALT4,305456,305956,305706;305706
B4GALT5,1383212,1383712,1383462
B4GALT6,1305075,1305575,1305325
B4GALT7,529080,529580,529330
B9D1,1259485,1259985,1259735;1259735
B9D2,1350417,1350917,1350667
BAALC,748229,748729,748479
BAAT,821408,821908,821658
BACE1,966294,966804,966554;966544;966554;966554
BACE2,1411829,1412330,1412080;1412079
BACH1,1405895,1406395,1406145;1406145
BACH2,576528,577028,576778
BAD,939737,940237,939987
BAG1,785968,786468,786218
BAG2,559543,560043,559793;559793
BAG3,900648,901148,900898;900898
BAG5,1151740,1152240,1151990;1151990;1151990
BAG6,546835,547335,547085;547085
BAHCC1,1289529,1290029,1289779
BAHD1,1173766,1174267,1174017;1174016
BAIAP2,1289349,1289849,1289599
BAIAP2L1,665598,666098,665848
BAIAP2L2,1433878,1434378,1434128
BAIAP3,1205358,1205860,1205608;1205609;1205610
BAK1,547799,548299,548049
BAMBI,854426,854926,854676;854676
BANF1,940595,941095,940845
BANF2,1367884,1368387,1368137;1368134
BANK1,396344,396856,396594;396606
BANP,1248659,1249163,1248909;1248913
BAP1,272199,272699,272449
BARD1,232214,232714,232464
BARHL1,837064,837564,837314;837314
BARHL2,45342,45842,45592
BARX1,817694,818194,817944
BARX2,972333,972833,972583
BASP1,449175,449677,449425;449425;449427
BAT1,546779,547279,547029
BATF,1137720,1138220,1137970
BATF2,940089,940593,940343;940339
BATF3,106187,106687,106437
BAX,1354211,1354711,1354461
BAZ1A,1117398,1117898,1117648
BAZ1B,653051,653551,653301;653301
BAZ2A,1003727,1004230,1003980;1003977
BAZ2B,204613,205113,204863;204863
BBC3,1353349,1353849,1353599;1353599
BBIP1,896278,896782,896532;896532;896528
BBOF1,1136969,1137469,1137219
BBOX1,921242,921742,921492
BBS1,940850,941350,941100
BBS10,1013586,1014086,1013836
BBS12,406815,407315,407065
BBS2,1232943,1233443,1233193
BBS4,1189890,1190390,1190140;1190140
BBS5,209544,210044,209794
BBS7,406384,406884,406634
BBS9,633167,633667,633417
BBX,299597,300136,299847;299886
BCAM,1352138,1352638,1352388
BCAN,78056,78556,78306;78306
BCAP29,670193,670693,670443;670443;670443
BCAP31,1516772,1517273,1517022;1517023;1517022;1517022
BCAR1,1242308,1242817,1242559;1242566;1242558;1242567;1242559;1242567;1242565
BCAR3,46790,47407,47074;47157;47040;47118
BCAS1,1385384,1385890,1385640;1385634
BCAS2,57313,57813,57563
BCAS3,1279222,1279722,1279472
BCAS4,1383752,1384252,1384002;1384002
BCAT1,987742,988266,988015;988016;987992
BCAT2,1354139,1354639,1354389
BCCIP,903699,904199,903949
BCDIN3D,1000333,1000833,1000583
BCHE,328754,329254,329004
BCKDHA,1350433,1350933,1350683;1350683
